,employer,link,source,title,compensation_min,compensation_max,compensation_currency
1195, Райффайзенбанк,https://hh.ru/vacancy/35711277?query=python,https://hh.ru,Старший менеджер развития кредитных продуктов,,,
1196, КРЕДИТ ЕВРОПА БАНК,https://hh.ru/vacancy/33454228?query=python,https://hh.ru,Системный администратор (Unix системы),,,
1197, Связной,https://hh.ru/vacancy/33877250?query=python,https://hh.ru,Senior developer DWH (MS SQL),,,
1198, Лига Цифровой Экономики,https://hh.ru/vacancy/36092055?query=python,https://hh.ru,Специалист по технической поддержке инфраструктуры,,,
1199, Тинькофф,https://hh.ru/vacancy/36627910?query=python,https://hh.ru,Full-Stack Developer,,,
1200, ГК «ХайТэк»,https://hh.ru/vacancy/35208324?query=python,https://hh.ru,Ведущий разработчик С++,,,
1201, Accenture,https://hh.ru/vacancy/36545704?query=python,https://hh.ru,Technology Consulting Analyst,,,
1202, Ростелеком - Центры обработки данных,https://hh.ru/vacancy/35077448?query=python,https://hh.ru,Главный специалист OpenSource,,,
1203, Сбербанк для экспертов,https://hh.ru/vacancy/35063512?query=python,https://hh.ru,Java разработчик (SberDevices),,,
1204, ГК «ХайТэк»,https://hh.ru/vacancy/35198360?query=python,https://hh.ru,Ведущий Devops специалист,,,
1205,ПАО Ростелеком,https://hh.ru/vacancy/34751474?query=python,https://hh.ru,Прикладной администратор (Единой Интеграционной Платформы),,,
1206,ООО Инновационная мобильность,https://hh.ru/vacancy/35883645?query=python,https://hh.ru,Системный администратор Linux,,,
1207, Skyeng,https://hh.ru/vacancy/36017878?query=python,https://hh.ru,Архитектор модели данных,350000,, руб.
1208, HASH CIB,https://hh.ru/vacancy/36628206?query=python,https://hh.ru,Трейдер / оператор алгоритмического софта,,,
1209,"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",https://hh.ru/vacancy/36638170?query=python,https://hh.ru,Менеджер отдела мониторинга и отчетности клиентского сервиса,,,
1210, Тинькофф,https://hh.ru/vacancy/35770078?query=python,https://hh.ru,Product Manager,,,
1211, Тинькофф,https://hh.ru/vacancy/36383002?query=python,https://hh.ru,Senior Backend в Тинькофф-помощь,,,
1212,ООО Сбербанк-Сервис,https://hh.ru/vacancy/36365070?query=python,https://hh.ru,Инженер систем мониторинга Zabbix,,,
1213, Тинькофф,https://hh.ru/vacancy/35401987?query=python,https://hh.ru,Site reability engineer (SRE),,,
1214, Netcracker Technology Corp.,https://hh.ru/vacancy/35779244?query=python,https://hh.ru,Linux System Administrator,,,
1215,"ПАО «МТС»,IT",https://hh.ru/vacancy/34351912?query=python,https://hh.ru,Архитектор пакетной обработки данных (Big Data),,,
1216,АО Газпромбанк,https://hh.ru/vacancy/36640393?query=python,https://hh.ru,Главный эксперт SIEM,,,
1217, Доктор Веб,https://hh.ru/vacancy/36120890?query=python,https://hh.ru,Инженер (отдел развития),,,
1218, ФГБУ ЦСП Минздрава России,https://hh.ru/vacancy/35562746?query=python,https://hh.ru,DevOps specialist,120000,, руб.
1219, Яндекс,https://hh.ru/vacancy/34984167?query=python,https://hh.ru,Аналитик чрезвычайных ситуаций,,,
1220, Ростелеком - Центры обработки данных,https://hh.ru/vacancy/36424686?query=python,https://hh.ru,Системный архитектор,,,
1221,"ПАО «МТС»,IT",https://hh.ru/vacancy/34635802?query=python,https://hh.ru,Архитектор Solution (Big Data),,,
1222, Банк ВТБ (ПАО),https://hh.ru/vacancy/36178647?query=python,https://hh.ru,Начальник отдела аналитики некредитного направления / Senior Analyst (Департамент розничного CRM),,,
1223,ООО Облачные технологии,https://hh.ru/vacancy/35681002?query=python,https://hh.ru,Senior Backend developer (Python/Go),,,
1224, ЦИАН ГРУПП,https://hh.ru/vacancy/36057488?query=python,https://hh.ru,Ведущий менеджер по информационной безопасности,,,
1225,ООО ФК ПУЛЬС,https://hh.ru/vacancy/36618179?query=python,https://hh.ru,Ведущий программист Python (удаленная работа),,,
1226, Сбербанк для экспертов,https://hh.ru/vacancy/35755644?query=python,https://hh.ru,Ведущий специалист по сопровождению АС,,,
1227,ООО Облачные технологии,https://hh.ru/vacancy/35679128?query=python,https://hh.ru,Middle Backend developer (Python/Go),,,
1228, Сбербанк для руководителей,https://hh.ru/vacancy/35088823?query=python,https://hh.ru,Техлид / Technical Lead (SberDevices),,,
1229, Кадровый холдинг ПРОФИЛЬ,https://hh.ru/vacancy/35190587?query=python,https://hh.ru,Инженер-программист (алгоритмист),100000,130000, руб.
1230,ООО Комс,https://hh.ru/vacancy/36457262?query=python,https://hh.ru,Системный инженер,110000,150000, руб.
1231,ООО Облачные технологии,https://hh.ru/vacancy/36622252?query=python,https://hh.ru,Senior Backend Developer (Go) Kubernetes,,,
1232, QIWI,https://hh.ru/vacancy/36404356?query=python,https://hh.ru,Senior/Middle Data Scientist,,,
1233,АО НИИМЭ,https://hh.ru/vacancy/34786235?query=python,https://hh.ru,Инженер-конструктор фотошаблонов,,,
1234,ООО НТЦ ИТ Роса,https://hh.ru/vacancy/36608631?query=python,https://hh.ru,Системный администратор Linux,90000,110000, руб.
1235,ООО Облачные технологии,https://hh.ru/vacancy/36278177?query=python,https://hh.ru,QA automation engineer (OpenStack),,,
1236,ЗАО КонсультантПлюс,https://hh.ru/vacancy/36628580?query=python,https://hh.ru,Ведущий системный администратор интернет-сервисов,,,
1237,ООО Облачные технологии,https://hh.ru/vacancy/35682214?query=python,https://hh.ru,QA automation engineer (СберДиск),,,
1238,АО Сбербанк - Технологии,https://hh.ru/vacancy/36636683?query=python,https://hh.ru,Руководитель направления,,,
1239, DriverPack Solution,https://hh.ru/vacancy/35743746?query=python,https://hh.ru,"QA engineer (тестировщик), Москва",,,
1240,ПАО МТС Банк,https://hh.ru/vacancy/36588547?query=python,https://hh.ru,Инженер по тестированию в ДБО,,,
1241,ООО Почтовые технологии,https://hh.ru/vacancy/36619892?query=python,https://hh.ru,Тестировщик ПО,,,
1242, MedPoint24,https://hh.ru/vacancy/36230303?query=python,https://hh.ru,Тестировщик ПО (Скайп-собеседование),100000,150000, руб.
1243,ООО АйТел,https://hh.ru/vacancy/36622717?query=python,https://hh.ru,Программист-разработчик PLC (ПО SCADA),80000,100000, руб.
1244,ООО Инжиниринговый Центр МФТИ по полезным ископаемым,https://hh.ru/vacancy/36619791?query=python,https://hh.ru,Data Engineer in Oil&Gas,,,
1245, QIWI,https://hh.ru/vacancy/36448973?query=python,https://hh.ru,Senior Data Engineer,,,
1246,"ПАО «МТС»,IT",https://hh.ru/vacancy/35207342?query=python,https://hh.ru,NLP Разработчик (Центр искусственного интеллекта),,,
1247,ПАО МТС Банк,https://hh.ru/vacancy/36622997?query=python,https://hh.ru,Инженер по тестированию,,,
1248,АО Гринатом,https://hh.ru/vacancy/36627609?query=python,https://hh.ru,Системный инженер,,,
1249, QIWI,https://hh.ru/vacancy/36407912?query=python,https://hh.ru,Middle Data Engineer,,,
1250,ООО АйТел,https://hh.ru/vacancy/36622716?query=python,https://hh.ru,Программист-разработчик PLC (ПО PLC),80000,100000, руб.
1251, Сбербанк для экспертов,https://hh.ru/vacancy/36167215?query=python,https://hh.ru,"Ведущий разработчик Python (сетевые технологии, Radius)",,,
1252, Сбербанк для экспертов,https://hh.ru/vacancy/36624513?query=python,https://hh.ru,Data Scientist sas Sber/ Дивизион `Массовая персонализация`,,,
1253, ГК «ХайТэк»,https://hh.ru/vacancy/35905150?query=python,https://hh.ru,С++ разработчик,,,
1254, Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,https://hh.ru/vacancy/35025143?query=python,https://hh.ru,Системный администратор Linux,,,
1255, Samsung Research Center,https://hh.ru/vacancy/36525919?query=python,https://hh.ru,ML Engineer,,,
1256, Авито,https://hh.ru/vacancy/28952558?query=python,https://hh.ru,Старший Go разработчик (Verticals),,,
1257, Coleman Services,https://hh.ru/vacancy/36625410?query=python,https://hh.ru,Engineer for Video Processing,,,
1258," ГРЧЦ, ФГУП",https://hh.ru/vacancy/36617169?query=python,https://hh.ru,Тестировщик,,,
1259, Сбербанк для экспертов,https://hh.ru/vacancy/36623681?query=python,https://hh.ru,Разработчик PHP,,,
1260, Группа НЛМК,https://hh.ru/vacancy/36624935?query=python,https://hh.ru,Аналитик данных,,,
1261, Ростелеком - Центры обработки данных,https://hh.ru/vacancy/36179352?query=python,https://hh.ru,Инженер Linux,,,
1262,ООО Амбидекстр,https://hh.ru/vacancy/36613464?query=python,https://hh.ru,"Преподаватель IT (компьютерных курсов, программирования, информатики)",,,
1263, Сбербанк для экспертов,https://hh.ru/vacancy/36614743?query=python,https://hh.ru,Team lead (Senior Python & DevOps),,,
1264,ООО 1С Онлайн Геймс,https://hh.ru/vacancy/36610690?query=python,https://hh.ru,QA engineer/Тестировщик,,,
1265, Банк ВТБ (ПАО),https://hh.ru/vacancy/35675647?query=python,https://hh.ru,Администратор инструментов DevOps и тестирования,,,
1266,АО ФИНАМ,https://hh.ru/vacancy/36387179?query=python,https://hh.ru,Инвестиционный консультант,,,
1267, HeadHunter::Backend,https://hh.ru/vacancy/36141348?query=python,https://hh.ru,Java разработчик (команда Billing),170000,220000, руб.
1268,ООО 1С Онлайн Геймс,https://hh.ru/vacancy/36610571?query=python,https://hh.ru,QA engineer/Тестировщик,,,
1269,ООО КНС ГРУПП,https://hh.ru/vacancy/36625901?query=python,https://hh.ru,"Старший разработчик C++ (Linux/ OpenBMC), Команда UEFI/BIOS разработки",150000,, руб.
1270, Recruitment Boutique S.M.Art,https://hh.ru/vacancy/36624024?query=python,https://hh.ru,Аналитик группы разработки моделей оценки рисков,,,
1271, GfK Rus,https://hh.ru/vacancy/24312953?query=python,https://hh.ru,Аналитик отдела методологии,,,
1272, Сбербанк для экспертов,https://hh.ru/vacancy/36624280?query=python,https://hh.ru,Customer Journey Expert,,,
1273, Сбербанк для экспертов,https://hh.ru/vacancy/36625613?query=python,https://hh.ru,Разработчик MS SQL,,,
1274, АБСОЛЮТ БАНК,https://hh.ru/vacancy/35642779?query=python,https://hh.ru,DevOps инженер,,,
1275, HeadHunter::Backend,https://hh.ru/vacancy/36141440?query=python,https://hh.ru,Java разработчик (команда Перцы),170000,220000, руб.
1276, HeadHunter::Backend,https://hh.ru/vacancy/36141394?query=python,https://hh.ru,Java разработчик (команда Виртуальный рекрутер),170000,220000, руб.
1277, Сбербанк для экспертов,https://hh.ru/vacancy/36626375?query=python,https://hh.ru,Ведущий DevOps инженер,,,
1278,АО Национальная система платежных карт,https://hh.ru/vacancy/36619972?query=python,https://hh.ru,Инженер тестирования клиентов (проект Система быстрых платежей),,,
1279, Банк ВТБ (ПАО),https://hh.ru/vacancy/36282733?query=python,https://hh.ru,DevOps-инженер (отдел внедрения),,,
1280, Сбербанк для экспертов,https://hh.ru/vacancy/36600917?query=python,https://hh.ru,Data Scientist в команду Партнеры и Экосистема,,,
1281, Лаборатория Касперского,https://hh.ru/vacancy/36608637?query=python,https://hh.ru,Software Development Engineer in Test (KICS for Network),,,
1282, Skillbox,https://hh.ru/vacancy/36625708?query=python,https://hh.ru,"Проверяющий преподаватель по курсу ""Специалист по кибербезопасности""",,,
1283, Сбербанк для экспертов,https://hh.ru/vacancy/36618719?query=python,https://hh.ru,Аналитик данных в команду 'Сбербанк Премьер',,,
1284, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36622698?query=python,https://hh.ru,Начальник отдела дизайна и инфографики,,,
1285, Сбербанк для экспертов,https://hh.ru/vacancy/36625990?query=python,https://hh.ru,"Руководитель проектов, сегмент 'Иностранцы'",,,
1286, Тинькофф,https://hh.ru/vacancy/34774950?query=python,https://hh.ru,IOS разработчик,,,
1287, Сбербанк для экспертов,https://hh.ru/vacancy/36624753?query=python,https://hh.ru,"Руководитель проектов, сегмент «Родители и дети»",,,
1288,ООО ОТР,https://hh.ru/vacancy/36623728?query=python,https://hh.ru,Интеграционный разработчик,,,
1289, Сбербанк для экспертов,https://hh.ru/vacancy/35631232?query=python,https://hh.ru,Главный DevOps инженер (развитие сайта sberbank.ru),,,
1290, TWIGA Communication Group,https://hh.ru/vacancy/36050568?query=python,https://hh.ru,Web аналитик / Power BI аналитик,100000,120000, руб.
1291, Сбербанк для экспертов,https://hh.ru/vacancy/36625949?query=python,https://hh.ru,Руководитель проектов по управлению KPI сегмента,,,
1292, Новый Диск,https://hh.ru/vacancy/36613769?query=python,https://hh.ru,PHP-программист \ Backend-разработчик,,90000, руб.
1293,ПАО «МТС» ,https://hh.ru/vacancy/36619141?query=python,https://hh.ru,Продуктовый аналитик (МТС Коннект),,,
1294, Сбербанк для экспертов,https://hh.ru/vacancy/36625612?query=python,https://hh.ru,Главный инженер по разработке,,,
1295, SPN,https://hh.ru/vacancy/36268074?query=python,https://hh.ru,"Системный аналитик (b2c, e-com web and mobile)",120000,, руб.
1296, QIWI,https://hh.ru/vacancy/35892223?query=python,https://hh.ru,Специалист SQL,,,
1297,ПАО БАНК УРАЛСИБ,https://hh.ru/vacancy/36155345?query=python,https://hh.ru,Руководитель направления/ ведущий эксперт риск-моделирования,,,
1298,ООО Облачные технологии,https://hh.ru/vacancy/36622056?query=python,https://hh.ru,Тестировщик (IAM) Identity and Access management,,,
1299, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36624344?query=python,https://hh.ru,Аналитик баз данных Аналитического управления,,,
1300, AT Consulting,https://hh.ru/vacancy/36532408?query=python,https://hh.ru,Инженер DevOps,,,
1301, OZON.ru Разработка,https://hh.ru/vacancy/36601155?query=python,https://hh.ru,Lead Data Scientist,,,
1302, OZON.ru Разработка,https://hh.ru/vacancy/36613212?query=python,https://hh.ru,SQL Developer (Поддержка),,,
1303, IT FUTURE School,https://hh.ru/vacancy/36622340?query=python,https://hh.ru,Преподаватель программирования для детей онлайн,,,
1304, QIWI,https://hh.ru/vacancy/36617847?query=python,https://hh.ru,DevOps/Системный администратор (Bigdata),,,
1305, Inline Telecom Solutions,https://hh.ru/vacancy/35348574?query=python,https://hh.ru,"Инженер-программист Python (Openstack, Ansible)",,,
1306, Банк ВТБ (ПАО),https://hh.ru/vacancy/36619237?query=python,https://hh.ru,Разработчик систем мониторинга,,,
1307,АО Сбербанк - Технологии,https://hh.ru/vacancy/35031001?query=python,https://hh.ru,DevOps-инженер,,,
1308, Сбербанк для экспертов,https://hh.ru/vacancy/33280294?query=python,https://hh.ru,Тестировщик ПО,,,
1309, HeadHunter::Infrastructure engineers,https://hh.ru/vacancy/36145930?query=python,https://hh.ru,Ведущий системный администратор Linux,245000,265000, руб.
1310, Сбербанк для экспертов,https://hh.ru/vacancy/34460897?query=python,https://hh.ru,Тестировщик (ручное тестирование),,,
1311, Яндекс,https://hh.ru/vacancy/36620981?query=python,https://hh.ru,Программист С++ в NOC,,,
1312, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36624237?query=python,https://hh.ru,Старший аналитик баз данных Аналитического управления,,,
1313, Сбербанк для экспертов,https://hh.ru/vacancy/36600135?query=python,https://hh.ru,Graph Data Analyst (OWL Ontology),,,
1314, Открытая Мобильная Платформа,https://hh.ru/vacancy/34793278?query=python,https://hh.ru,Embedded QA,,,
1315, GridGain Systems,https://hh.ru/vacancy/35250155?query=python,https://hh.ru,Linux / Application Administrator (Инженер эксплуатации/L2 Support Engineer),,,
1316, СОГАЗ: г. Москва,https://hh.ru/vacancy/35317561?query=python,https://hh.ru,Ведущий тестировщик,,,
1317, goods,https://hh.ru/vacancy/34538487?query=python,https://hh.ru,Backend Developer,,,
1318, Центральный банк Российской Федерации,https://hh.ru/vacancy/36602511?query=python,https://hh.ru,Аналитик данных,,,
1319, Лаборатория Касперского,https://hh.ru/vacancy/36623724?query=python,https://hh.ru,Вирусный аналитик в группу поддержки MDR сервиса в Anti-Malware Research,,,
1320, OZON.ru Логистика,https://hh.ru/vacancy/36449405?query=python,https://hh.ru,Аналитик,,,
1321,ООО Сбербанк Факторинг,https://hh.ru/vacancy/36611757?query=python,https://hh.ru,Team Lead DS,,,
1322,ПАО Ростелеком,https://hh.ru/vacancy/36609836?query=python,https://hh.ru,Аналитик данных,,,
1323, Ситимобил,https://hh.ru/vacancy/36625487?query=python,https://hh.ru,Продуктовый аналитик,,,
1324,,https://hh.ru/vacancy/35784071?query=python,https://hh.ru,Системный администратор,,,
1325, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36622455?query=python,https://hh.ru,Заместитель начальника Аналитического управления,,,
1326, Открытая Мобильная Платформа,https://hh.ru/vacancy/36100386?query=python,https://hh.ru,Специалист по ручному тестированию,,,
1327, Сбербанк для экспертов,https://hh.ru/vacancy/36382699?query=python,https://hh.ru,Data Scientist (платформа рекомендательных систем) в Массоую персонализацию,,,
1328,АО Банк ДОМ.РФ,https://hh.ru/vacancy/36623257?query=python,https://hh.ru,Руководитель направления Корпоративные кредитные риски,,,
1329, Аналитический центр,https://hh.ru/vacancy/36619826?query=python,https://hh.ru,Разработчик баз данных (PostgreSQL),,,
1330, Social Discovery Ventures,https://hh.ru/vacancy/36619960?query=python,https://hh.ru,Системный администратор (мониторинг веб проектов),,,
1331, Anchous Drive Recruitment,https://hh.ru/vacancy/36600975?query=python,https://hh.ru,Senior Data Scientist (NLP),5000,, EUR
1332,ООО ИК СИБИНТЕК,https://hh.ru/vacancy/36599532?query=python,https://hh.ru,Middle Data Analyst,,,
1333, Сбербанк для экспертов,https://hh.ru/vacancy/36359822?query=python,https://hh.ru,Middle Data Scientist  в  Дивизион «Массовая персонализация»,,,
1334,ООО БОСТОНДЖИН,https://hh.ru/vacancy/36612475?query=python,https://hh.ru,PHP-разработчик (CRM),,,
1335,ООО Безопасная информационная зона. Направление Кибербезопасность,https://hh.ru/vacancy/36623234?query=python,https://hh.ru,Специалист по реагированию на инциденты информационной безопасности (Incident Response),,,
1336, Открытая Мобильная Платформа,https://hh.ru/vacancy/35864275?query=python,https://hh.ru,Специалист по автоматизированному тестированию,,,
1337, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36623278?query=python,https://hh.ru,Заместитель начальника отдела,,,
1338, Лаборатория нанобиотехнологий МФТИ,https://hh.ru/vacancy/36625482?query=python,https://hh.ru,Инженер приборостроения в научную лабораторию,,,
1339,ПАО «МТС» ,https://hh.ru/vacancy/36125016?query=python,https://hh.ru,Web-аналитик в интернет-магазин (поведение пользователей на сайте),,,
1340, Ростелеком - Центры обработки данных,https://hh.ru/vacancy/36179308?query=python,https://hh.ru,Системный инженер/ cистемный архитектор,,,
1341,АО Концерн ВКО Алмаз - Антей,https://hh.ru/vacancy/35939674?query=python,https://hh.ru,Заместитель начальника отдела разработки специального программного обеспечения,,,
1342,ООО Шаркс ДЦ,https://hh.ru/vacancy/36282164?query=python,https://hh.ru,Архитектор распределенных систем,170000,, руб.
1343, Recruitment Boutique S.M.Art,https://hh.ru/vacancy/36624000?query=python,https://hh.ru,Риск-технолог/ эксперт разработки стратегий принятия решений,,,
1344, КРОК,https://hh.ru/vacancy/32182924?query=python,https://hh.ru,Дежурный администратор в команду Облака КРОК,,,
1345,ООО Почтовые технологии,https://hh.ru/vacancy/36587687?query=python,https://hh.ru,DevOps (Big Data),,,
1346,ООО АЛИБАБА.КОМ (РУ),https://hh.ru/vacancy/36607605?query=python,https://hh.ru,Data Technology Expert (BigData Infrastructure / DWH Engineer),,,
1347, Леруа Мерлен. Центральный офис,https://hh.ru/vacancy/36612329?query=python,https://hh.ru,Специалист по анализу данных,,,
1348, ФГБУ ФКП Росреестра,https://hh.ru/vacancy/35563742?query=python,https://hh.ru,Администратор MongoDB (ОАЭППО),,,
1349,ООО Директ Кредит,https://hh.ru/vacancy/36612233?query=python,https://hh.ru,Инженер по инфраструктуре/DevOps Engineer,,,
1350, Лаборатория Касперского,https://hh.ru/vacancy/36601125?query=python,https://hh.ru,Инженер по тестированию (KICS for Networks),,,
1351, Блисс-про,https://hh.ru/vacancy/36476320?query=python,https://hh.ru,Engineers software/networks Инженер по программному обеспечению,100000,, руб.
1352, Федеральная служба государственной статистики (Росстат),https://hh.ru/vacancy/36623016?query=python,https://hh.ru,Главный специалист-эксперт отдела,,,
1353, Rambler Group,https://hh.ru/vacancy/36535750?query=python,https://hh.ru,Инженер DevOps,,,
1354, JCat.ru,https://hh.ru/vacancy/36614917?query=python,https://hh.ru,ETL-разработчик,115000,170000, руб.
1355, Gallery,https://hh.ru/vacancy/36599908?query=python,https://hh.ru,Аналитик данных,,150000, руб.
1356, GE (General Electric Company),https://hh.ru/vacancy/35666939?query=python,https://hh.ru,Web Applications Security Architect,,,
1357, Ситимобил,https://hh.ru/vacancy/36625505?query=python,https://hh.ru,Старший аналитик в отдел продуктовой аналитики,,,
1358, Сбербанк для экспертов,https://hh.ru/vacancy/36614744?query=python,https://hh.ru,Инженер по нагрузочному тестированию,,,
1359,ООО Перфект Арт,https://hh.ru/vacancy/35091164?query=python,https://hh.ru,Data scientist,,,
1360,ООО Почтовые технологии,https://hh.ru/vacancy/36587607?query=python,https://hh.ru,Head of Data Science,,,
1361, Сбербанк для экспертов,https://hh.ru/vacancy/36600608?query=python,https://hh.ru,Data Engineer (Ведущий аналитик данных),,,
1362,ООО КНС ГРУПП,https://hh.ru/vacancy/36601137?query=python,https://hh.ru,R&D QA Engineer (тестирование HW серверов),,,
1363, Банк ВТБ (ПАО),https://hh.ru/vacancy/35518938?query=python,https://hh.ru,Эксперт - аналитик по разработке моделей розничного бизнеса,,,
1364," Mail.Ru Group, Другое",https://hh.ru/vacancy/36608419?query=python,https://hh.ru,Разработчик Go в видеопроект Смотри Mail.ru,,,
1365, ФГБУ ФКП Росреестра,https://hh.ru/vacancy/35563741?query=python,https://hh.ru,Администратор PostgreSQL DBA (ОАЭППО),100000,150000, руб.
1366,ОАО ГлобалИнформСервис,https://hh.ru/vacancy/36601608?query=python,https://hh.ru,Ведущий разработчик C++/Qt,150000,, руб.
1367, Открытая Мобильная Платформа,https://hh.ru/vacancy/33811741?query=python,https://hh.ru,DevOps инженер,,,
1368, WILDBERRIES,https://hh.ru/vacancy/34593161?query=python,https://hh.ru,QA Automation Engineer,,,
1369,АО Концерн ВКО Алмаз - Антей,https://hh.ru/vacancy/35939547?query=python,https://hh.ru,Заместитель начальника отдела суперкомпьютерных технологий,,,
1370,АО Информтехника,https://hh.ru/vacancy/32759493?query=python,https://hh.ru,Исследователь программного обеспечения,,,
1371,АО Сбербанк - Технологии,https://hh.ru/vacancy/36269631?query=python,https://hh.ru,Инженер по сопровождению (Apache Ignite),,,
1372, X5 RETAIL GROUP,https://hh.ru/vacancy/36599787?query=python,https://hh.ru,Разработчик в отдел автоматизации и мониторинга / Python RPA,,,
1373, Сбербанк для экспертов,https://hh.ru/vacancy/36118484?query=python,https://hh.ru,Руководитель направления по исследованию данных (модели ПВР),,,
1374, СИГМА,https://hh.ru/vacancy/35606619?query=python,https://hh.ru,Инженер ГИС/Внедренец,,,
1375,АО Россельхозбанк,https://hh.ru/vacancy/33227078?query=python,https://hh.ru,Начальник отдела исследований и моделирования (Внутреннее казначейство),,,
1376, Банк ВТБ (ПАО),https://hh.ru/vacancy/34218446?query=python,https://hh.ru,Директор/ Эксперт по валидации риск-моделей,,,
1377, Auriga,https://hh.ru/vacancy/36182450?query=python,https://hh.ru,Инженер по тестированию/валидации,,,
1378, SPN,https://hh.ru/vacancy/36268043?query=python,https://hh.ru,"Аналитик-консультант - b2c, e-com (web and mobile)",120000,, руб.
1379, Lamoda,https://hh.ru/vacancy/36586130?query=python,https://hh.ru,Data Scientist,,,
1380,ООО Лидгид,https://hh.ru/vacancy/35037331?query=python,https://hh.ru,DEVOPS/DBA Engineer,160000,200000, руб.
1381," Mail.Ru Group, Другое",https://hh.ru/vacancy/36134156?query=python,https://hh.ru,Менеджер по исследованиям (проект VK),,,
1382, OZON.ru Коммерция,https://hh.ru/vacancy/36605553?query=python,https://hh.ru,Аналитик отдела исследований и категорийного менеджмента,,,
1383, METRO Cash & Carry,https://hh.ru/vacancy/34031205?query=python,https://hh.ru,Специалист по отчетности в отдел BI,,,
1384, Райффайзенбанк,https://hh.ru/vacancy/36605207?query=python,https://hh.ru,Аналитик по разработке и автоматизации отчетности (SQL/ SAS),,,
1385, РОСГОССТРАХ Банк,https://hh.ru/vacancy/35549070?query=python,https://hh.ru,Инженер DevOps,,,
1386,АО Сбербанк - Технологии,https://hh.ru/vacancy/34938952?query=python,https://hh.ru,Администратор АС,,,
1387,"ПАО «МТС»,IT",https://hh.ru/vacancy/36624565?query=python,https://hh.ru,Product manager (чат-бот),,,
1388,АО Концерн ВКО Алмаз - Антей,https://hh.ru/vacancy/35939385?query=python,https://hh.ru,Начальник отдела суперкомпьютерных технологий,,,
1389," Издательство МАНН, ИВАНОВ и ФЕРБЕР",https://hh.ru/vacancy/36606479?query=python,https://hh.ru,Аналитик интернет-магазина,,,
1390, Открытая Мобильная Платформа,https://hh.ru/vacancy/29727630?query=python,https://hh.ru,Системный программист С/С++ (разработка ОС Аврора),,,
1391, Центральный банк Российской Федерации,https://hh.ru/vacancy/36610313?query=python,https://hh.ru,Экономист управления моделирования рисков,,,
1392,ООО Газпром-медиа Развлекательное телевидение (ГПМ РТВ),https://hh.ru/vacancy/36334686?query=python,https://hh.ru,Младший аналитик,,,
1393,ООО СТУДИЯ ПАРОВОЗ,https://hh.ru/vacancy/36606969?query=python,https://hh.ru,Риггер,,,
1394, HUAWEI,https://hh.ru/vacancy/36146039?query=python,https://hh.ru,Senior Web Penetration tester,,,
1395, Performance Lab (Перфоманс Лаб),https://hh.ru/vacancy/36334857?query=python,https://hh.ru,Lead DevOps Engineer,,,
1396, Сбербанк для экспертов,https://hh.ru/vacancy/36614775?query=python,https://hh.ru,DevOps (Monitoring Systems),,,
1397, Auriga,https://hh.ru/vacancy/36486369?query=python,https://hh.ru,Инженер-разработчик (Python),,,
1398, Авито,https://hh.ru/vacancy/36589811?query=python,https://hh.ru,Python Engineer (Unit QA CoE),,,
1399, Омникомм Технологии,https://hh.ru/vacancy/36622152?query=python,https://hh.ru,Ведущий архитектор,,,
1400, Сбербанк для экспертов,https://hh.ru/vacancy/36613751?query=python,https://hh.ru,Scala-разработчик (senior-teamlead) ЦКМ,,200000, руб.
1401, Авито,https://hh.ru/vacancy/36585001?query=python,https://hh.ru,Senior Engineer (Python),,,
1402, Ростелеком-Солар,https://hh.ru/vacancy/36116369?query=python,https://hh.ru,Инженер по тестированию ПО,,,
1403," Программный Продукт, ИТ-компания",https://hh.ru/vacancy/35208972?query=python,https://hh.ru,Junior DevOps,,,
1404, Открытая Мобильная Платформа,https://hh.ru/vacancy/36169952?query=python,https://hh.ru,Системный программист (Secure Boot/Secure OS),,,
1405,ООО НТехЛаб,https://hh.ru/vacancy/36612528?query=python,https://hh.ru,Старший системный администратор,,,
1406, Сбербанк для руководителей,https://hh.ru/vacancy/35240594?query=python,https://hh.ru,Начальник отдела симуляционных моделей,,,
1407, Ай-Теко (I-Teco),https://hh.ru/vacancy/36616424?query=python,https://hh.ru,Инженер-консультант по мониторингу,,,
1408, ВТБ Капитал,https://hh.ru/vacancy/35593016?query=python,https://hh.ru,Специалист по автоматизации релизов и QA на 1С,,,
1409, OZON.ru Разработка,https://hh.ru/vacancy/36593519?query=python,https://hh.ru,Backend developer (Anti-fraud),,,
1410, Сбербанк для экспертов,https://hh.ru/vacancy/35950211?query=python,https://hh.ru,Data Engineer,,,
1411, IBIT,https://hh.ru/vacancy/36602468?query=python,https://hh.ru,IT Rectuiter (Cyprus),2500,, EUR
1412, Rambler Group,https://hh.ru/vacancy/36614110?query=python,https://hh.ru,Ведущий инженер DevOps,,,
1413,ПАО МТС,https://hh.ru/vacancy/35198294?query=python,https://hh.ru,Инженер тестирования (отдел AI),,,
1414, HUAWEI,https://hh.ru/vacancy/36145876?query=python,https://hh.ru,Senior Vulnerability researcher,,,
