,employer,link,source,title,compensation_min,compensation_max,compensation_currency
354, Леруа Мерлен. Центральный офис,https://hh.ru/vacancy/35900613?query=python,https://hh.ru,QA automation engineer (Python),,,
355, Сбербанк для экспертов,https://hh.ru/vacancy/36360280?query=python,https://hh.ru,Data scientist (Центр по исследованию данных),,,
356, JetBrains,https://hh.ru/vacancy/36415355?query=python,https://hh.ru,QA Engineer (PyCharm For Data Science),150000,, руб.
357, Selecty,https://hh.ru/vacancy/36420880?query=python,https://hh.ru,Senior Python Developer,,,
358, Star-staff,https://hh.ru/vacancy/36393027?query=python,https://hh.ru,Python-разработчик,,240000, руб.
359,ООО АЛЬФАКОМ,https://hh.ru/vacancy/36511481?query=python,https://hh.ru,Инженер-тестировщик,50000,, руб.
360, Сбербанк для экспертов,https://hh.ru/vacancy/36504333?query=python,https://hh.ru,Data Scientist,,,
361,АО РАСУ,https://hh.ru/vacancy/35470082?query=python,https://hh.ru,QA engineer (Junior),,,
362,АО ДОМ.РФ,https://hh.ru/vacancy/35957577?query=python,https://hh.ru,Разработчик Python,,,
363," «РОСБАНК, Societe Generale Group», с опытом работы",https://hh.ru/vacancy/36382337?query=python,https://hh.ru,"Data Scientist (SQL, Python)",,,
364, IConsult,https://hh.ru/vacancy/36455945?query=python,https://hh.ru,Программист Python/Стажер-программист Python,60000,150000, руб.
365, ЛитРес,https://hh.ru/vacancy/36374891?query=python,https://hh.ru,Python developer,,,
366, Polymedia,https://hh.ru/vacancy/36386902?query=python,https://hh.ru,Разработчик Python,,,
367, START.RU,https://hh.ru/vacancy/35031375?query=python,https://hh.ru,Python developer,,,
368,ООО Ростелеком Информационные Технологии,https://hh.ru/vacancy/35216674?query=python,https://hh.ru,Разработчик C/C++/Python,,,
369, Wisebits,https://hh.ru/vacancy/36117849?query=python,https://hh.ru,Data Scientist / Machine Learning Engineer,,,
370,"ПАО «МТС»,IT",https://hh.ru/vacancy/35919396?query=python,https://hh.ru,Python разработчик,,,
371, Кадровое Агентство Уникальных Специалистов,https://hh.ru/vacancy/36374928?query=python,https://hh.ru,Программист Python,180000,200000, руб.
372, Neurodata Lab,https://hh.ru/vacancy/36000190?query=python,https://hh.ru,Python developer,100000,140000, руб.
373,ООО BENOVATE,https://hh.ru/vacancy/36463321?query=python,https://hh.ru,Python (Django) разработчик,80000,140000, руб.
374, Сбербанк для экспертов,https://hh.ru/vacancy/36360281?query=python,https://hh.ru,Senior Data scientist (Центр по исследованию данных),,,
375, Muzzmania LLC,https://hh.ru/vacancy/36279852?query=python,https://hh.ru,Python / Django разработчик,100000,, руб.
376," Согласие, страховая компания",https://hh.ru/vacancy/36287239?query=python,https://hh.ru,Разработчик Python,,,
377, ЭКОПСИ Консалтинг,https://hh.ru/vacancy/35830132?query=python,https://hh.ru,Аналитик данных (Data scientist),80000,, руб.
378, ЛитРес,https://hh.ru/vacancy/36374607?query=python,https://hh.ru,Python Developer (проект MyBook),,,
379,ООО Анлимитед Продакшен,https://hh.ru/vacancy/36242852?query=python,https://hh.ru,Младший разработчик Python,60000,, руб.
380,ООО Апптимизм,https://hh.ru/vacancy/36367570?query=python,https://hh.ru,Python разработчик (Django),100000,120000, руб.
381, Orange Business Services,https://hh.ru/vacancy/36377613?query=python,https://hh.ru,QA Engineer (Python),,,
382, RB,https://hh.ru/vacancy/36527041?query=python,https://hh.ru,Data Scientist,,,
383,ООО Юником,https://hh.ru/vacancy/35258570?query=python,https://hh.ru,Python Django разработчик,,,
384, CATAPULTO.RU,https://hh.ru/vacancy/35758988?query=python,https://hh.ru,Программист-разработчик python (midle),90000,200000, руб.
385, Лаборатория Касперского,https://hh.ru/vacancy/36519276?query=python,https://hh.ru,Software Development Engineer in Test / SDET (Python),,,
386,ООО Когнитив Роботикс,https://hh.ru/vacancy/36356138?query=python,https://hh.ru,Junior ML Engineer / Data scientist,80000,120000, руб.
387, Сбербанк для экспертов,https://hh.ru/vacancy/36317358?query=python,https://hh.ru,Data Scientist (Machine Learning),,,
388, Strategy Partners Group,https://hh.ru/vacancy/36445856?query=python,https://hh.ru,Data Scientist,,,
389, КВАРТА ВК,https://hh.ru/vacancy/35442959?query=python,https://hh.ru,Full stack разработчик Python,,,
390,ООО ВБЦ,https://hh.ru/vacancy/35359538?query=python,https://hh.ru,Программист Python/Django(middle),130000,170000, руб.
391, Vigrom Corp.,https://hh.ru/vacancy/36481588?query=python,https://hh.ru,Data Engineer,,,
392, РОСГОССТРАХ Банк,https://hh.ru/vacancy/36453273?query=python,https://hh.ru,Data scientist,,,
393,ООО ФИНСОФТ,https://hh.ru/vacancy/36311709?query=python,https://hh.ru,Senior QA Engineer/TeamLead,,170000, руб.
394, Школа Python,https://hh.ru/vacancy/36544567?query=python,https://hh.ru,Разработчик Python - преподаватель,40000,, руб.
395, Сбербанк для начинающих,https://hh.ru/vacancy/36286016?query=python,https://hh.ru,Python разработчик SberDevices,,,
396, Яндекс,https://hh.ru/vacancy/34537947?query=python,https://hh.ru,Python-разработчик,,,
397, The Skolkovo Institute of Science and Technology,https://hh.ru/vacancy/33690956?query=python,https://hh.ru,"Data Scientist/Python Developer в проект ""Интернет вещей""",,,
398, Orange Business Services,https://hh.ru/vacancy/36377553?query=python,https://hh.ru,Middle Python Backend Developer,,,
399,ООО Интерактивные технологии,https://hh.ru/vacancy/36322501?query=python,https://hh.ru,Web разработчик Python / Django,60000,120000, руб.
400, Группа компаний ПИК,https://hh.ru/vacancy/36245308?query=python,https://hh.ru,Junior Python Developer,,100000, руб.
401, CATAPULTO.RU,https://hh.ru/vacancy/36202473?query=python,https://hh.ru,Fullstack-разработчик (Django (python) + React),150000,200000, руб.
402, Кивано,https://hh.ru/vacancy/36386799?query=python,https://hh.ru,Senior full-stack программист Python/Django,150000,180000, руб.
403, Video Viral,https://hh.ru/vacancy/36231299?query=python,https://hh.ru,Программист-разработчик,,,
404, Сбербанк для экспертов,https://hh.ru/vacancy/36531548?query=python,https://hh.ru,Senior Data Scientist NLP,,,
405, Сбербанк для экспертов,https://hh.ru/vacancy/36519449?query=python,https://hh.ru,Senior Data scientist,,,
406, АНО Институт городского развития,https://hh.ru/vacancy/35781721?query=python,https://hh.ru,Data scientist,,,
407,"ПАО «МТС»,IT",https://hh.ru/vacancy/36357797?query=python,https://hh.ru,Data Scientist (Computer Vision),,,
408," РЕСО-Гарантия, СПАО",https://hh.ru/vacancy/35966894?query=python,https://hh.ru,Senior Data Scientist,,,
409, Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,https://hh.ru/vacancy/36437887?query=python,https://hh.ru,Преподаватель Python & Data Science и Machine Learning,150000,, руб.
410,ООО Гудфокаст,https://hh.ru/vacancy/35785278?query=python,https://hh.ru,Junior Data Scientist,50000,90000, руб.
411,ПАО «МТС» ,https://hh.ru/vacancy/35107589?query=python,https://hh.ru,Разработчик Python/Django,,,
412, Компания ПЭК,https://hh.ru/vacancy/35357812?query=python,https://hh.ru,Back end разработчик,,,
413,ООО ИК СИБИНТЕК,https://hh.ru/vacancy/36222367?query=python,https://hh.ru,Программист Python,,,
414, ГБУ Агентство Инноваций Города Москвы,https://hh.ru/vacancy/36320514?query=python,https://hh.ru,Python/Django разработчик (Middle),,,
415, Assistance Group,https://hh.ru/vacancy/36285141?query=python,https://hh.ru,Python разработчик,180000,250000, руб.
416, Rambler Group,https://hh.ru/vacancy/36070509?query=python,https://hh.ru,Разработчик баз данных / Разработчик Python / SQL,,,
417, Банк ВТБ (ПАО),https://hh.ru/vacancy/36281690?query=python,https://hh.ru,Senior Data scientist (ML модели корпоративного бизнеса),,,
418, YCLIENTS LLC,https://hh.ru/vacancy/34579716?query=python,https://hh.ru,Data-Engineer,,,
419,ООО НТехЛаб,https://hh.ru/vacancy/35930628?query=python,https://hh.ru,Senior Machine Learning Engineer,,,
420, Ростелеком-Солар,https://hh.ru/vacancy/36271791?query=python,https://hh.ru,Разработчик Python/Django,,,
421," Mail.Ru Group, Почтовые сервисы",https://hh.ru/vacancy/35572878?query=python,https://hh.ru,Python / Golang developer (Почта и Календарь),,,
422,ПАО МТС Банк,https://hh.ru/vacancy/35987033?query=python,https://hh.ru,Data Scientist,,,
423,АО Газпромбанк,https://hh.ru/vacancy/36352901?query=python,https://hh.ru,Data Engineer,,,
424,ООО Диа Софт,https://hh.ru/vacancy/36344511?query=python,https://hh.ru,Разработчик RuBy on Rails,,,
425,АО Citibank,https://hh.ru/vacancy/36351860?query=python,https://hh.ru,Junior data scientist / model validator,,,
426, ИБМ Восточная Европа/Азия - IBM EE/A,https://hh.ru/vacancy/36371129?query=python,https://hh.ru,Data scientist (data science),,,
427, Лаборатория Касперского,https://hh.ru/vacancy/36340026?query=python,https://hh.ru,"Full-stack Developer (Security Big Data, Python, JavaScript)",,,
428, Сбербанк для экспертов,https://hh.ru/vacancy/36290101?query=python,https://hh.ru,Data Scientist (NLP),,,
429, The Skolkovo Institute of Science and Technology,https://hh.ru/vacancy/36357346?query=python,https://hh.ru,Python developer,,,
430,ООО SailPlay,https://hh.ru/vacancy/36393805?query=python,https://hh.ru,Разработчик Python,,,
431, Сбербанк для экспертов,https://hh.ru/vacancy/36416022?query=python,https://hh.ru,Senior Data Scientist (Machine Reading),,,
432, Информационное агентство России ТАСС,https://hh.ru/vacancy/32260229?query=python,https://hh.ru,Разработчик Python/Data Engineer,,,
433,ООО HR-PROFI,https://hh.ru/vacancy/36519467?query=python,https://hh.ru,Full-stack developer (Python/Angular),170000,250000, руб.
434, Банк ВТБ (ПАО),https://hh.ru/vacancy/35094145?query=python,https://hh.ru,Lead Data scientists,,,
435, Сбербанк для экспертов,https://hh.ru/vacancy/36003499?query=python,https://hh.ru,Data scientist (NLP),,,
436, МИА Россия сегодня,https://hh.ru/vacancy/34024748?query=python,https://hh.ru,Senior Data scientist/Python,,,
437, Кадровое агентство Юнити,https://hh.ru/vacancy/36416362?query=python,https://hh.ru,Senior Python Разработчик,,250000, руб.
438,ООО КСОР,https://hh.ru/vacancy/36518402?query=python,https://hh.ru,QA Engineer (senior/middle),,,
439,ООО Старккрафт,https://hh.ru/vacancy/36229577?query=python,https://hh.ru,"PHP-разработчик (full-stack, YII2)",60000,, руб.
440, ТЕХНОСЕРВ,https://hh.ru/vacancy/32871687?query=python,https://hh.ru,Full Stack разработчик (Python),,,
441, АДВ,https://hh.ru/vacancy/36047565?query=python,https://hh.ru,Senior data scientist,,,
442,ООО Центр заключения контрактов,https://hh.ru/vacancy/36275766?query=python,https://hh.ru,Программист Python (Middle),100000,, руб.
443, Банк ВТБ (ПАО),https://hh.ru/vacancy/35506149?query=python,https://hh.ru,"Data scientist сервисной команды ""Сбережения и инвестиции""",,,
444,"ПАО «МТС»,IT",https://hh.ru/vacancy/36357587?query=python,https://hh.ru,Data Engineer (Computer Vision),,,
445," АТОЛ, группа компаний",https://hh.ru/vacancy/35271750?query=python,https://hh.ru,Программист Python,,,
446, Lightman Solutions,https://hh.ru/vacancy/36245063?query=python,https://hh.ru,Программист/оценщик работ на Python,,,
447, OZON.ru Разработка,https://hh.ru/vacancy/36283287?query=python,https://hh.ru,Data Engineer,,,
448,ООО Ростелеком Информационные Технологии,https://hh.ru/vacancy/36413040?query=python,https://hh.ru,Junior Big Data developer/Data Engineer,,,
449, Сбербанк для экспертов,https://hh.ru/vacancy/36050848?query=python,https://hh.ru,Старший Python-разработчик (AutoML),,,
450, SPN,https://hh.ru/vacancy/35829735?query=python,https://hh.ru,"Full Stack Web Developer Vue, JS, NET",,,
451, Банк ВТБ (ПАО),https://hh.ru/vacancy/34964095?query=python,https://hh.ru,Data scientist / Специалист машинного обучения,,,
452, Сибур,https://hh.ru/vacancy/36357367?query=python,https://hh.ru,Data Scientist,,,
453, EY (Эрнст энд Янг),https://hh.ru/vacancy/34415817?query=python,https://hh.ru,Data Scientist,,,
454, Wisebits,https://hh.ru/vacancy/36292088?query=python,https://hh.ru,Data Scientist,,,
455, Social Discovery Ventures,https://hh.ru/vacancy/35863339?query=python,https://hh.ru,Data Scientist/Аналитик Data Science,,,
456, Artec 3D,https://hh.ru/vacancy/32519306?query=python,https://hh.ru,C++ Developer (С++ & Python),,,
457, МИА Россия сегодня,https://hh.ru/vacancy/34481826?query=python,https://hh.ru,Senior Python Backend Developer (Big Data projects),,,
458, Сбербанк для экспертов,https://hh.ru/vacancy/36230753?query=python,https://hh.ru,"Data Scientist/ Machine Learning Engineer/ NLP Developer, SberDevices",,,
459,ООО ВБЦ,https://hh.ru/vacancy/34366858?query=python,https://hh.ru,Программист Python/Django (senior),230000,300000, руб.
460, FunCorp,https://hh.ru/vacancy/36393719?query=python,https://hh.ru,Senior Data Scientist,,,
461, GRISSLI,https://hh.ru/vacancy/36293188?query=python,https://hh.ru,Программист Python,95000,, руб.
462, Coleman Services,https://hh.ru/vacancy/36315948?query=python,https://hh.ru,"AI Research Engineer [Computer Vision, Machine Learning, Algorithms]",,,
463, Банк Открытие,https://hh.ru/vacancy/35884655?query=python,https://hh.ru,Data Science / Machine Learning,,,
464,ООО Отус,https://hh.ru/vacancy/35926780?query=python,https://hh.ru,Back-end разработчик (python),,200000, руб.
465, Аналитический центр,https://hh.ru/vacancy/35780583?query=python,https://hh.ru,Аналитик данных (Data Scientist) разработчик,,,
466,АО Citibank,https://hh.ru/vacancy/36230373?query=python,https://hh.ru,Lead data scientist,,,
467,АО ДОМ.РФ,https://hh.ru/vacancy/35447660?query=python,https://hh.ru,Data-engineer,,,
468, ФГБУ ЦСМС,https://hh.ru/vacancy/36526823?query=python,https://hh.ru,Frontend разработчик / веб-программист (Junior / Middle),,,
469, Сбербанк для экспертов,https://hh.ru/vacancy/36353077?query=python,https://hh.ru,Data analyst-Data Scientist,,,
470," Агентство 21 век, КЦ",https://hh.ru/vacancy/36534757?query=python,https://hh.ru,Middle Python разработчик с навыками работы с Ansible,,180000, руб.
471, Сбербанк для экспертов,https://hh.ru/vacancy/36311317?query=python,https://hh.ru,Ведущий исследователь данных/Data Scientist (с экспертизой в технологиях графа знаний),,,
472, AVON,https://hh.ru/vacancy/36046629?query=python,https://hh.ru,Junior Data Analyst,,,
473, ANCOR Consumer Goods,https://hh.ru/vacancy/36306510?query=python,https://hh.ru,Data Scientist / Аналитик данных,120000,180000, руб.
474, Level.Travel,https://hh.ru/vacancy/34891660?query=python,https://hh.ru,Python developer,,160000, руб.
475, Сбербанк для экспертов,https://hh.ru/vacancy/36289937?query=python,https://hh.ru,Data Scientist (Computer Vision),,,
476, АльфаСтрахование,https://hh.ru/vacancy/36389150?query=python,https://hh.ru,Разработчик Machine Learning,,,
477, АДАМАС,https://hh.ru/vacancy/35915974?query=python,https://hh.ru,Data science engineer,,,
478, CMR,https://hh.ru/vacancy/36246190?query=python,https://hh.ru,Программист / Data Analyst,80000,, руб.
479, Сбербанк для экспертов,https://hh.ru/vacancy/36311765?query=python,https://hh.ru,Ведущий аналитик данных/Middle Data Scientist (NLP),,,
480,ООО Газпром-медиа Развлекательное телевидение (ГПМ РТВ),https://hh.ru/vacancy/34687223?query=python,https://hh.ru,Python разработчик (middle+),,,
481, Spice Agency,https://hh.ru/vacancy/35756095?query=python,https://hh.ru,Senior Data Scientist,,,
482, Coleman Services,https://hh.ru/vacancy/36307521?query=python,https://hh.ru,"AI Research Engineer [Computer Vision, Machine Learning, Algorithms]",,,
483,ООО Media5,https://hh.ru/vacancy/36285296?query=python,https://hh.ru,Python backend разработчик (middle+),120000,180000, руб.
484, Сбербанк для экспертов,https://hh.ru/vacancy/36226316?query=python,https://hh.ru,Data scientist Дивизион 'Особенные Решения',,,
485, InterGroup,https://hh.ru/vacancy/36248942?query=python,https://hh.ru,Team lead / senior Python,,,
486, Сбербанк для экспертов,https://hh.ru/vacancy/36230798?query=python,https://hh.ru,Senior Data Scientist NLP,,,
487,ООО ФИНКЕЙС,https://hh.ru/vacancy/36341153?query=python,https://hh.ru,Data scientist (Senior),,,
488,ООО Зеленый Свет,https://hh.ru/vacancy/36416238?query=python,https://hh.ru,Инженер-программист Linux,80000,, руб.
489,ООО Фаззи Лоджик Лабс,https://hh.ru/vacancy/35310568?query=python,https://hh.ru,Java-разработчик,,,
490, АНО Центр развития Среда возможностей,https://hh.ru/vacancy/36589412?query=python,https://hh.ru,Тестировщик ПО,,,
491, MOS.RU,https://hh.ru/vacancy/36392195?query=python,https://hh.ru,Data инженер/ Data аналитик,,,
492,"ПАО «МТС»,IT",https://hh.ru/vacancy/36214237?query=python,https://hh.ru,Data Scientist,,,
493, AppQuantum,https://hh.ru/vacancy/36544967?query=python,https://hh.ru,Senior iOS Developer,250000,300000, руб.
494, ГБУ МосТрансПроект,https://hh.ru/vacancy/36613042?query=python,https://hh.ru,BackEnd разработчик,,,
495, Центр онлайн-обучения „Нетология-групп“,https://hh.ru/vacancy/36141407?query=python,https://hh.ru,Аналитик данных / BI аналитик,,,
496,АО ВТБ Лизинг,https://hh.ru/vacancy/32597272?query=python,https://hh.ru,Ведущий инженер по автоматизированному тестированию/ QA Automation Engineer,,,
497, Банк Хоум Кредит,https://hh.ru/vacancy/35236202?query=python,https://hh.ru,Разработчик Python (Развитие Bigdata),,,
498,ООО Money Managing Solutions,https://hh.ru/vacancy/36217549?query=python,https://hh.ru,Senior system administrator,120000,, руб.
499,ООО БЕТРИНГ,https://hh.ru/vacancy/36317072?query=python,https://hh.ru,Data Analyst,,,
500,АО ВТБ Лизинг,https://hh.ru/vacancy/33801948?query=python,https://hh.ru,Архитектор big data решений/Ведущий разработчик big data решений,,,
501,ООО КВАНТПОРТРУС,https://hh.ru/vacancy/29014173?query=python,https://hh.ru,Quantitative Researcher,300000,, руб.
502, ДомКлик,https://hh.ru/vacancy/34901003?query=python,https://hh.ru,Senior Frontend Developer (React),,,
503, WhoIsBlogger (WIB),https://hh.ru/vacancy/36271336?query=python,https://hh.ru,Analyst (Big Data influencer marketing product),,,
504, Студия Кефир,https://hh.ru/vacancy/36202551?query=python,https://hh.ru,Аналитик,,,
505, BestDoctor,https://hh.ru/vacancy/36680189?query=python,https://hh.ru,Старший риск-аналитик/Senior Risk Analyst (Лид направления),,,
506, ТРИНИТИ,https://hh.ru/vacancy/36619909?query=python,https://hh.ru,Java-разработчик,,,
507, Publicis Groupe,https://hh.ru/vacancy/36414399?query=python,https://hh.ru,Full-stack разработчик,,,
508, ДомКлик,https://hh.ru/vacancy/32905474?query=python,https://hh.ru,Android developer,,,
509, Открытая Мобильная Платформа,https://hh.ru/vacancy/36086664?query=python,https://hh.ru,QA engineer (ручное тестирование ),,,
510, Открытая Мобильная Платформа,https://hh.ru/vacancy/35563481?query=python,https://hh.ru,QA Engineer (ручное тестирование),,,
511, Waves,https://hh.ru/vacancy/34560367?query=python,https://hh.ru,Devops,,,
512, Экспобанк,https://hh.ru/vacancy/36238809?query=python,https://hh.ru,Руководитель направления планирования и управленческой отчетности,,,
513, Альфа-Банк,https://hh.ru/vacancy/36555037?query=python,https://hh.ru,Data Engineer (Middle/Senior),,,
514, Badoo,https://hh.ru/vacancy/36458238?query=python,https://hh.ru,C/Go Developer,,,
515, Postuf,https://hh.ru/vacancy/36392171?query=python,https://hh.ru,Android Reverse Engineer,150000,350000, руб.
516,ТОО Business and Technology Services,https://hh.ru/vacancy/36672688?query=python,https://hh.ru,Руководитель локальной группы Data Science в г. Москва,,,
517,АО АСТ,https://hh.ru/vacancy/36137931?query=python,https://hh.ru,Исследователь безопасности web-приложений (пентест) / Web-application Security Researcher (security),,,
518, Uchi.ru,https://hh.ru/vacancy/36207539?query=python,https://hh.ru,DevOps/ Data Engineer,,,
519, Экспобанк,https://hh.ru/vacancy/36408262?query=python,https://hh.ru,Риск-аналитик (моделирование кредитных рисков розничного бизнеса),,,
520, Brooma,https://hh.ru/vacancy/36293867?query=python,https://hh.ru,Junior DevOps/Младший системный администратор (SRE),,80000, руб.
521, ДомКлик,https://hh.ru/vacancy/31977369?query=python,https://hh.ru,Senior Android Developer,,,
522, Платформа ОФД,https://hh.ru/vacancy/33811532?query=python,https://hh.ru,Data Scientist (NLP),,250000, руб.
523, RJ Games,https://hh.ru/vacancy/35653007?query=python,https://hh.ru,3D аниматор,,,
524, АНО Инфокультура,https://hh.ru/vacancy/36459761?query=python,https://hh.ru,DevOps/DataOps - специалист по развертыванию и поддержке инфраструктуры данных,120000,180000, руб.
525,ООО Облачные технологии,https://hh.ru/vacancy/35682101?query=python,https://hh.ru,Machine Learning developer,,,
526, Открытая Мобильная Платформа,https://hh.ru/vacancy/35433069?query=python,https://hh.ru,Automation QA Engineer,,,
527,ООО Ду Ду Геймз,https://hh.ru/vacancy/36389059?query=python,https://hh.ru,Продуктовый аналитик (gamedev),,,
528,ООО РусГИС технологии,https://hh.ru/vacancy/36670421?query=python,https://hh.ru,Back-end разработчик,,,
529, Admitad,https://hh.ru/vacancy/35467949?query=python,https://hh.ru,Python Backend Developer,,,
530, Netris,https://hh.ru/vacancy/35860065?query=python,https://hh.ru,"Ведущий инженер Linux (SRE, DevOps)",,,
531, Криптонит,https://hh.ru/vacancy/36679059?query=python,https://hh.ru,Senior Data Engineer/Data Engineer,,,
532, Банк ВТБ (ПАО),https://hh.ru/vacancy/29199606?query=python,https://hh.ru,QA Automation Engineer на проект Digital Credit,,,
533,ПАО Ростелеком,https://hh.ru/vacancy/36679092?query=python,https://hh.ru,Разработчик BI,,,
534,ООО НТЦ ИТ Роса,https://hh.ru/vacancy/36625022?query=python,https://hh.ru,Сборщик ПО (мейнтейнер),80000,130000, руб.
535, Открытая Мобильная Платформа,https://hh.ru/vacancy/35017000?query=python,https://hh.ru,Automation QA Engineer,,,
536,АО ВРБ,https://hh.ru/vacancy/34329040?query=python,https://hh.ru,Специалист по автоматизации тестирования / QA Automation Engineer,,,
537, Exness,https://hh.ru/vacancy/36386939?query=python,https://hh.ru,System business Analyst (Exness Trading),,,
538, Банк Открытие,https://hh.ru/vacancy/35401019?query=python,https://hh.ru,Начальник отдела математического моделирования,,,
539, ИнПлат,https://hh.ru/vacancy/36545090?query=python,https://hh.ru,Системный администратор,,,
540, Сбербанк для экспертов,https://hh.ru/vacancy/36678769?query=python,https://hh.ru,DevOps-инженер,,,
541, G-Core Labs,https://hh.ru/vacancy/36375479?query=python,https://hh.ru,QA Automation Engineer,,,
542, G-Core Labs,https://hh.ru/vacancy/36678716?query=python,https://hh.ru,Software Engineer (Golang),,,
543, MOS.RU,https://hh.ru/vacancy/36391831?query=python,https://hh.ru,Релиз - инженер,,,
544," Mail.Ru Group, Другое",https://hh.ru/vacancy/36679538?query=python,https://hh.ru,"Программист-исследователь, NLP (Маруся)",,,
545,ООО Аврора Бесконечность,https://hh.ru/vacancy/36416045?query=python,https://hh.ru,Реверс-инженер,150000,300000, руб.
546, Ростелеком-Солар,https://hh.ru/vacancy/36676680?query=python,https://hh.ru,Инженер по автоматизированному тестированию/QA Automation,,,
547,ООО Облачные технологии,https://hh.ru/vacancy/35682283?query=python,https://hh.ru,Senior Machine Learning developer,,,
548, LORUS SCM,https://hh.ru/vacancy/36678135?query=python,https://hh.ru,Дата инженер / Data engineer,,,
549, Звук,https://hh.ru/vacancy/36676127?query=python,https://hh.ru,QA engineer,,,
550,ООО Доверенная среда,https://hh.ru/vacancy/36675774?query=python,https://hh.ru,Аналитик,110000,140000, руб.
551, Открытая Мобильная Платформа,https://hh.ru/vacancy/34983004?query=python,https://hh.ru,Специалист по автоматизированному тестированию,,,
552,ООО 3Н Интеллигенс,https://hh.ru/vacancy/36388978?query=python,https://hh.ru,Специалист,,,
553, Хэндисофт,https://hh.ru/vacancy/36331801?query=python,https://hh.ru,Аналитик по работе с данными,,,
554, AWG,https://hh.ru/vacancy/36677133?query=python,https://hh.ru,"QA Engineer (ручное тестирование, CI/CD)",,,
555, OZON.ru Разработка,https://hh.ru/vacancy/36562428?query=python,https://hh.ru,QA Engineer,,,
556, ФГУП НПП Гамма,https://hh.ru/vacancy/36672685?query=python,https://hh.ru,Стажер-тестировщик С++,45000,, руб.
557, Интерфакс,https://hh.ru/vacancy/36204622?query=python,https://hh.ru,Middle QA,,,
558, MedPoint24,https://hh.ru/vacancy/36415689?query=python,https://hh.ru,Аналитик данных (Скайп-собеседование),70000,, руб.
559, Мегаплан,https://hh.ru/vacancy/36400650?query=python,https://hh.ru,Продуктовый аналитик,60000,120000, руб.
560, БАРС Груп,https://hh.ru/vacancy/35999791?query=python,https://hh.ru,Full stack разработчик node.js react,,,
561, Сбербанк для руководителей,https://hh.ru/vacancy/35217354?query=python,https://hh.ru,Data Scientist (блок риски),,,
562, Билайн,https://hh.ru/vacancy/36630525?query=python,https://hh.ru,Java разработчик (Senior),,,
563, INTECH,https://hh.ru/vacancy/36404778?query=python,https://hh.ru,Системный инженер,,,
564,"ПАО «МТС»,IT",https://hh.ru/vacancy/33924371?query=python,https://hh.ru,Эксперт Linux/Opensource,,,
565, OZON.ru Разработка,https://hh.ru/vacancy/36585559?query=python,https://hh.ru,QA Engineer (Automation QA Engineer),,,
566, Сбербанк для экспертов,https://hh.ru/vacancy/35510934?query=python,https://hh.ru,Data Engineer (Sber Index),,,
567, Тинькофф,https://hh.ru/vacancy/36679667?query=python,https://hh.ru,Аналитик (мониторинг бизнес-процессов),,,
568,ООО БЕРНЕРС,https://hh.ru/vacancy/36455098?query=python,https://hh.ru,"Системный инженер (Linux, DevOps)",120000,, руб.
569,АО ФИНАМ,https://hh.ru/vacancy/36635125?query=python,https://hh.ru,Разработчик мониторинга Zabbix,,,
570, Билайн,https://hh.ru/vacancy/35838298?query=python,https://hh.ru,Руководитель стратегических проектов,,,
571, Skillbox,https://hh.ru/vacancy/35946626?query=python,https://hh.ru,Инженер по автоматизированному тестированию,,,
572,ООО Софт Компани,https://hh.ru/vacancy/36458237?query=python,https://hh.ru,Администратор ИТ (автоматизация),100000,150000, руб.
573,ООО А1 Системс,https://hh.ru/vacancy/32499893?query=python,https://hh.ru,Java backend разработчик,,,
574, Сбербанк для экспертов,https://hh.ru/vacancy/35626845?query=python,https://hh.ru,Data Engineer (DS Платформа),,,
575,ООО SolidLab,https://hh.ru/vacancy/36563649?query=python,https://hh.ru,Инженер/Архитектор по направлению безопасность веб-приложений (Application Security),120000,170000, руб.
576, OZON.ru Разработка,https://hh.ru/vacancy/35704998?query=python,https://hh.ru,Qa Engineer,,,
577, Альфа-Банк,https://hh.ru/vacancy/35723655?query=python,https://hh.ru,Data Scientists Middle/Senior,,,
578,ООО РусГИС технологии,https://hh.ru/vacancy/36670452?query=python,https://hh.ru,Специалист машинного обучения,,,
579, Bell Integrator,https://hh.ru/vacancy/35853354?query=python,https://hh.ru,Data инженер / ML инженер,,,
580,ООО СПОРТТЕХКОНСАЛТ,https://hh.ru/vacancy/36678917?query=python,https://hh.ru,Системный администратор Linux,,,
581,ООО Диджитал Горизонт,https://hh.ru/vacancy/35885221?query=python,https://hh.ru,Frontend-разработчик(React\ES6),,,
582, EdgeCase Technology,https://hh.ru/vacancy/36402169?query=python,https://hh.ru,SRE/DevOps Engineer (Germany and the Netherlands),,,
583, Дизайн-центр цифровой микроэлектроники МГУ имени М.В. Ломоносова,https://hh.ru/vacancy/36410545?query=python,https://hh.ru,Программист (ассемблер),70000,95000, руб.
584, Group-IB,https://hh.ru/vacancy/36050297?query=python,https://hh.ru,Devops-инженер,,,
585,ООО МСН Телеком,https://hh.ru/vacancy/36666915?query=python,https://hh.ru,Инженер-программист (full stack),200000,, руб.
586,ООО Лаборатория Безопасных Систем,https://hh.ru/vacancy/36578793?query=python,https://hh.ru,Тестировщик-технолог,,,
587," Цифровые решения, НПП",https://hh.ru/vacancy/36677231?query=python,https://hh.ru,Программист прикладного ПО (C++/Qt),100000,, руб.
